StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q27_Browser,Q27_Version,Q27_Operating System,Q27_Resolution,Q1,Q1_DO,Q9,Q9_DO,Q2,Q2_DO,Q10,Q10_DO,Q11,Q11_DO,Q12,Q12_DO,Q13,Q13_DO,Q14,Q14_DO,Q15,Q15_DO,Q16,Q16_DO,SurveyWave,Version,FL_3_DO,DefaultQuestionBlock_DO
2025-08-17 23:29:40,2025-08-17 23:32:00,IP Address,47.22.153.74,100,139,True,2025-08-17 23:32:00,R_325X4nXVEWa8dGH,,,,,41.0018,-73.6657,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1280x720,"    Contact Center","    Contact Center|    Pharmacy|    Client|    Provider",PCS,"    SIE Member Web|    ImageOne|PCS|    TruCare","    Mixed status","    Mostly Degraded|    All Healthy|    Offline|    Mixed status","    Help Desk / Support","    Help Desk / Support|    Finance|    Marketing|    HR","    PCS Web Alert","    Eligibility Socket Error|    Firewall issue (USC)|    PCS Web Alert|    MHK Slowness (USG)","    Fluctuating warnings","    Fluctuating warnings|    Increasing degradation|    Fully recovered|    Stable with no warnings","    Eligibility Firewall Timeout","    PCS Synthetic Coverage|TruCare Authorization issue|    Eligibility Firewall Timeout|    MHK Performance Lag","    Active Managed Incidents","    System grid color|    Access to Care Alerts|    Troubleshooting line assignments|    Active Managed Incidents","    Firewall Degradation","    Eligibility Failure|    MHK Outage|    Firewall Degradation|    PCS Web Failure",TruCare Authorization issue,"    Firewall reboot|    PCS Synthetic HTML error|    ImageOne socket exceptions|TruCare Authorization issue",2,ImprovedHierarchy,FL_22,Q2|Q14|Q27|Q16|Q13|Q12|Q11|Q1|Q9|Q10|Q15
2025-08-18 04:24:36,2025-08-18 04:27:28,IP Address,50.113.42.207,100,172,True,2025-08-18 04:27:29,R_5MPuFieF784dTkl,,,,,21.3133,-157.823,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,"    Client","    Contact Center|    Client|    Pharmacy|    Provider",PCS,PCS|    TruCare|    ImageOne|    SIE Member Web,"    Mixed status","    Mostly Degraded|    Offline|    Mixed status|    All Healthy","    Help Desk / Support","    Finance|    Marketing|    HR|    Help Desk / Support","    PCS Web Alert","    MHK Slowness (USG)|    PCS Web Alert|    Firewall issue (USC)|    Eligibility Socket Error","    Stable with no warnings","    Increasing degradation|    Fluctuating warnings|    Stable with no warnings|    Fully recovered",TruCare Authorization issue,"    Eligibility Firewall Timeout|    MHK Performance Lag|TruCare Authorization issue|    PCS Synthetic Coverage","    Access to Care Alerts","    Active Managed Incidents|    System grid color|    Access to Care Alerts|    Troubleshooting line assignments","    MHK Outage","    MHK Outage|    Eligibility Failure|    Firewall Degradation|    PCS Web Failure","    ImageOne socket exceptions","    Firewall reboot|    ImageOne socket exceptions|TruCare Authorization issue|    PCS Synthetic HTML error",2,ImprovedChartjunk,FL_25,Q27|Q10|Q1|Q12|Q15|Q13|Q11|Q14|Q9|Q2|Q16
2025-08-18 06:15:00,2025-08-18 06:17:37,IP Address,174.110.51.105,100,157,True,2025-08-18 06:17:38,R_1q7ZTfZowW7nFMB,,,,,35.0742,-78.965,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1360x768,"    Pharmacy","    Pharmacy|    Client|    Provider|    Contact Center","    SIE Member Web","    TruCare|    SIE Member Web|PCS|    ImageOne","    Mixed status","    Mixed status|    All Healthy|    Offline|    Mostly Degraded","    Help Desk / Support","    Help Desk / Support|    Finance|    HR|    Marketing","    PCS Web Alert","    Eligibility Socket Error|    Firewall issue (USC)|    PCS Web Alert|    MHK Slowness (USG)","    Fluctuating warnings","    Increasing degradation|    Fluctuating warnings|    Fully recovered|    Stable with no warnings","    Eligibility Firewall Timeout","    Eligibility Firewall Timeout|    MHK Performance Lag|TruCare Authorization issue|    PCS Synthetic Coverage","    Troubleshooting line assignments","    Active Managed Incidents|    System grid color|    Access to Care Alerts|    Troubleshooting line assignments","    PCS Web Failure","    Eligibility Failure|    Firewall Degradation|    PCS Web Failure|    MHK Outage","    Firewall reboot","    PCS Synthetic HTML error|TruCare Authorization issue|    Firewall reboot|    ImageOne socket exceptions",2,ImprovedBoth,FL_26,Q15|Q11|Q13|Q1|Q9|Q14|Q27|Q2|Q12|Q10|Q16
2025-08-18 10:02:35,2025-08-18 10:05:07,IP Address,165.225.60.198,100,151,True,2025-08-18 10:05:07,R_5pnBKnkmNU2eNMW,,,,,41.8835,-87.6305,anonymous,EN,Chrome,139.0.0.0,Macintosh,1920x1080,"    Contact Center","    Provider|    Contact Center|    Pharmacy|    Client","    TruCare","    TruCare|PCS|    SIE Member Web|    ImageOne","    All Healthy","    Mostly Degraded|    Mixed status|    Offline|    All Healthy","    Help Desk / Support","    Marketing|    HR|    Help Desk / Support|    Finance","    Eligibility Socket Error","    Eligibility Socket Error|    PCS Web Alert|    Firewall issue (USC)|    MHK Slowness (USG)","    Fully recovered","    Fully recovered|    Increasing degradation|    Fluctuating warnings|    Stable with no warnings",TruCare Authorization issue,"    Eligibility Firewall Timeout|TruCare Authorization issue|    PCS Synthetic Coverage|    MHK Performance Lag","    System grid color","    Troubleshooting line assignments|    Active Managed Incidents|    System grid color|    Access to Care Alerts","    PCS Web Failure","    Firewall Degradation|    PCS Web Failure|    Eligibility Failure|    MHK Outage","    PCS Synthetic HTML error","    PCS Synthetic HTML error|TruCare Authorization issue|    Firewall reboot|    ImageOne socket exceptions",2,ImprovedChartjunk,FL_25,Q13|Q27|Q16|Q11|Q9|Q2|Q1|Q12|Q15|Q10|Q14
2025-08-18 13:21:14,2025-08-18 13:26:48,IP Address,173.72.125.121,100,333,True,2025-08-18 13:26:48,R_6cuxiVLgxnAks9q,,,,,39.9242,-75.0193,anonymous,EN,Chrome,137.0.0.0,Windows NT 10.0,1366x768,"    Contact Center","    Contact Center|    Pharmacy|    Client|    Provider",PCS,"    SIE Member Web|    TruCare|    ImageOne|PCS","    All Healthy","    Mostly Degraded|    Mixed status|    Offline|    All Healthy","    Help Desk / Support","    Marketing|    Finance|    Help Desk / Support|    HR","    Firewall issue (USC)","    Firewall issue (USC)|    Eligibility Socket Error|    PCS Web Alert|    MHK Slowness (USG)","    Increasing degradation","    Stable with no warnings|    Fluctuating warnings|    Increasing degradation|    Fully recovered","    Eligibility Firewall Timeout","    MHK Performance Lag|    PCS Synthetic Coverage|    Eligibility Firewall Timeout|TruCare Authorization issue","    Active Managed Incidents","    Troubleshooting line assignments|    Active Managed Incidents|    System grid color|    Access to Care Alerts","    Firewall Degradation","    Eligibility Failure|    Firewall Degradation|    MHK Outage|    PCS Web Failure","    Firewall reboot",TruCare Authorization issue|    PCS Synthetic HTML error|    Firewall reboot|    ImageOne socket exceptions,2,StatusQuo,FL_21,Q27|Q10|Q11|Q14|Q1|Q2|Q13|Q12|Q15|Q16|Q9
2025-08-18 22:26:28,2025-08-18 22:29:54,IP Address,209.127.238.103,100,205,True,2025-08-18 22:29:54,R_3NOj89DCbrGO3C8,,,,,43.6138,-116.3972,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,"    Provider","    Provider|    Pharmacy|    Contact Center|    Client","    SIE Member Web","    SIE Member Web|    TruCare|PCS|    ImageOne","    All Healthy","    Mostly Degraded|    Mixed status|    All Healthy|    Offline","    HR","    HR|    Help Desk / Support|    Finance|    Marketing","    MHK Slowness (USG)","    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error","    Fully recovered","    Stable with no warnings|    Fully recovered|    Fluctuating warnings|    Increasing degradation","    PCS Synthetic Coverage","    PCS Synthetic Coverage|TruCare Authorization issue|    MHK Performance Lag|    Eligibility Firewall Timeout","    Active Managed Incidents","    Troubleshooting line assignments|    Access to Care Alerts|    System grid color|    Active Managed Incidents","    MHK Outage","    MHK Outage|    Eligibility Failure|    Firewall Degradation|    PCS Web Failure","    ImageOne socket exceptions","    PCS Synthetic HTML error|    Firewall reboot|    ImageOne socket exceptions|TruCare Authorization issue",2,ImprovedHierarchy,FL_22,Q10|Q1|Q14|Q11|Q9|Q27|Q12|Q13|Q16|Q15|Q2
2025-08-19 01:11:47,2025-08-19 01:20:44,IP Address,104.50.226.226,100,537,True,2025-08-19 01:20:45,R_1pmoZx4pWJzJwYs,,,,,40.7872,-74.3225,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1874x972,"    Provider","    Contact Center|    Pharmacy|    Provider|    Client","    TruCare",PCS|    SIE Member Web|    TruCare|    ImageOne,"    All Healthy","    Mixed status|    All Healthy|    Mostly Degraded|    Offline","    Help Desk / Support","    Finance|    Help Desk / Support|    Marketing|    HR","    MHK Slowness (USG)","    Eligibility Socket Error|    PCS Web Alert|    Firewall issue (USC)|    MHK Slowness (USG)","    Fluctuating warnings","    Fluctuating warnings|    Fully recovered|    Stable with no warnings|    Increasing degradation",TruCare Authorization issue,"    MHK Performance Lag|TruCare Authorization issue|    Eligibility Firewall Timeout|    PCS Synthetic Coverage","    Active Managed Incidents","    Active Managed Incidents|    System grid color|    Access to Care Alerts|    Troubleshooting line assignments","    Firewall Degradation","    PCS Web Failure|    Eligibility Failure|    Firewall Degradation|    MHK Outage","    Firewall reboot","    ImageOne socket exceptions|    PCS Synthetic HTML error|    Firewall reboot|TruCare Authorization issue",2,StatusQuo,FL_21,Q1|Q16|Q9|Q13|Q10|Q14|Q12|Q2|Q27|Q15|Q11
2025-08-19 02:01:58,2025-08-19 02:03:18,IP Address,64.112.87.76,100,80,True,2025-08-19 02:03:19,R_1mejyv4cbKw2wJX,,,,,32.7908,-96.8336,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,600x1276,"    Contact Center","    Provider|    Contact Center|    Client|    Pharmacy","    ImageOne","    SIE Member Web|    ImageOne|    TruCare|PCS","    Mixed status","    Offline|    Mostly Degraded|    Mixed status|    All Healthy","    Help Desk / Support","    HR|    Help Desk / Support|    Finance|    Marketing","    Eligibility Socket Error","    MHK Slowness (USG)|    Eligibility Socket Error|    PCS Web Alert|    Firewall issue (USC)","    Stable with no warnings","    Fully recovered|    Stable with no warnings|    Increasing degradation|    Fluctuating warnings","    MHK Performance Lag","    Eligibility Firewall Timeout|    MHK Performance Lag|TruCare Authorization issue|    PCS Synthetic Coverage","    System grid color","    Troubleshooting line assignments|    System grid color|    Active Managed Incidents|    Access to Care Alerts","    PCS Web Failure","    Eligibility Failure|    MHK Outage|    PCS Web Failure|    Firewall Degradation","    Firewall reboot",TruCare Authorization issue|    Firewall reboot|    PCS Synthetic HTML error|    ImageOne socket exceptions,2,ImprovedHierarchy,FL_22,Q2|Q12|Q11|Q16|Q14|Q13|Q10|Q1|Q27|Q15|Q9
2025-08-19 02:16:38,2025-08-19 02:34:42,IP Address,108.214.246.101,100,1083,True,2025-08-19 02:34:42,R_5bNIOBqaJReXcOe,,,,,29.6138,-82.386,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,"    Contact Center","    Pharmacy|    Provider|    Contact Center|    Client","    ImageOne","    TruCare|    SIE Member Web|    ImageOne|PCS","    Mixed status","    Mostly Degraded|    All Healthy|    Mixed status|    Offline","    Finance","    HR|    Marketing|    Finance|    Help Desk / Support","    MHK Slowness (USG)","    PCS Web Alert|    Firewall issue (USC)|    MHK Slowness (USG)|    Eligibility Socket Error","    Fully recovered","    Fluctuating warnings|    Increasing degradation|    Fully recovered|    Stable with no warnings","    MHK Performance Lag","    Eligibility Firewall Timeout|    MHK Performance Lag|TruCare Authorization issue|    PCS Synthetic Coverage","    Troubleshooting line assignments","    Active Managed Incidents|    System grid color|    Troubleshooting line assignments|    Access to Care Alerts","    Firewall Degradation","    PCS Web Failure|    MHK Outage|    Firewall Degradation|    Eligibility Failure","    Firewall reboot",TruCare Authorization issue|    ImageOne socket exceptions|    Firewall reboot|    PCS Synthetic HTML error,2,ImprovedChartjunk,FL_25,Q2|Q10|Q14|Q16|Q9|Q27|Q15|Q12|Q13|Q1|Q11
2025-08-19 02:34:48,2025-08-19 02:36:20,IP Address,108.214.246.101,100,92,True,2025-08-19 02:36:20,R_7t2OVsB6CT73OOd,,,,,29.6138,-82.386,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,"    Client","    Pharmacy|    Provider|    Client|    Contact Center","    TruCare",PCS|    TruCare|    ImageOne|    SIE Member Web,"    All Healthy","    Mostly Degraded|    All Healthy|    Mixed status|    Offline","    Help Desk / Support","    Help Desk / Support|    Marketing|    Finance|    HR","    Firewall issue (USC)","    PCS Web Alert|    Eligibility Socket Error|    Firewall issue (USC)|    MHK Slowness (USG)","    Fully recovered","    Fluctuating warnings|    Fully recovered|    Increasing degradation|    Stable with no warnings",TruCare Authorization issue,"    MHK Performance Lag|    Eligibility Firewall Timeout|TruCare Authorization issue|    PCS Synthetic Coverage","    Active Managed Incidents","    Access to Care Alerts|    System grid color|    Active Managed Incidents|    Troubleshooting line assignments","    PCS Web Failure","    MHK Outage|    Eligibility Failure|    PCS Web Failure|    Firewall Degradation",TruCare Authorization issue,"    ImageOne socket exceptions|TruCare Authorization issue|    PCS Synthetic HTML error|    Firewall reboot",2,ImprovedHierarchy,FL_22,Q15|Q1|Q14|Q12|Q13|Q10|Q27|Q2|Q9|Q11|Q16
2025-08-19 02:36:27,2025-08-19 02:37:46,IP Address,108.214.246.101,100,79,True,2025-08-19 02:37:46,R_1lSbsh0jvJIzJvj,,,,,29.6138,-82.386,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,"    Pharmacy","    Contact Center|    Client|    Pharmacy|    Provider","    TruCare","    ImageOne|PCS|    TruCare|    SIE Member Web","    Offline","    All Healthy|    Mixed status|    Offline|    Mostly Degraded","    Help Desk / Support","    HR|    Help Desk / Support|    Marketing|    Finance","    Firewall issue (USC)","    PCS Web Alert|    Eligibility Socket Error|    Firewall issue (USC)|    MHK Slowness (USG)","    Fully recovered","    Fluctuating warnings|    Fully recovered|    Stable with no warnings|    Increasing degradation",TruCare Authorization issue,"    PCS Synthetic Coverage|    Eligibility Firewall Timeout|TruCare Authorization issue|    MHK Performance Lag","    System grid color","    Access to Care Alerts|    Troubleshooting line assignments|    System grid color|    Active Managed Incidents","    Eligibility Failure","    Firewall Degradation|    PCS Web Failure|    Eligibility Failure|    MHK Outage",TruCare Authorization issue,"    ImageOne socket exceptions|TruCare Authorization issue|    Firewall reboot|    PCS Synthetic HTML error",2,ImprovedBoth,FL_26,Q15|Q10|Q16|Q1|Q13|Q2|Q9|Q12|Q27|Q14|Q11
2025-08-19 02:37:52,2025-08-19 02:39:28,IP Address,108.214.246.101,100,95,True,2025-08-19 02:39:28,R_5LoqMEKVZhvgyX7,,,,,29.6138,-82.386,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,"    Pharmacy","    Contact Center|    Pharmacy|    Provider|    Client","    ImageOne","    SIE Member Web|    ImageOne|PCS|    TruCare","    All Healthy","    Mixed status|    Offline|    All Healthy|    Mostly Degraded","    Marketing","    Finance|    HR|    Marketing|    Help Desk / Support","    PCS Web Alert","    Firewall issue (USC)|    Eligibility Socket Error|    PCS Web Alert|    MHK Slowness (USG)","    Increasing degradation","    Stable with no warnings|    Increasing degradation|    Fluctuating warnings|    Fully recovered","    MHK Performance Lag","    Eligibility Firewall Timeout|    PCS Synthetic Coverage|    MHK Performance Lag|TruCare Authorization issue","    Active Managed Incidents","    Access to Care Alerts|    Troubleshooting line assignments|    Active Managed Incidents|    System grid color","    Eligibility Failure","    Firewall Degradation|    Eligibility Failure|    PCS Web Failure|    MHK Outage","    Firewall reboot","    ImageOne socket exceptions|    PCS Synthetic HTML error|    Firewall reboot|TruCare Authorization issue",2,StatusQuo,FL_21,Q9|Q27|Q1|Q16|Q11|Q14|Q12|Q2|Q13|Q10|Q15
2025-08-19 02:41:55,2025-08-19 02:43:48,IP Address,108.214.246.101,100,113,True,2025-08-19 02:43:48,R_3WNgJcvj9dUGCDr,,,,,29.6138,-82.386,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,"    Contact Center","    Pharmacy|    Provider|    Contact Center|    Client","    SIE Member Web","    TruCare|PCS|    SIE Member Web|    ImageOne","    Mixed status","    Mostly Degraded|    Mixed status|    Offline|    All Healthy","    Finance","    HR|    Marketing|    Finance|    Help Desk / Support","    MHK Slowness (USG)","    PCS Web Alert|    Firewall issue (USC)|    MHK Slowness (USG)|    Eligibility Socket Error","    Increasing degradation","    Fluctuating warnings|    Increasing degradation|    Stable with no warnings|    Fully recovered","    PCS Synthetic Coverage","    MHK Performance Lag|    Eligibility Firewall Timeout|    PCS Synthetic Coverage|TruCare Authorization issue","    System grid color","    Access to Care Alerts|    System grid color|    Active Managed Incidents|    Troubleshooting line assignments","    MHK Outage","    Firewall Degradation|    PCS Web Failure|    MHK Outage|    Eligibility Failure","    Firewall reboot","    PCS Synthetic HTML error|    Firewall reboot|TruCare Authorization issue|    ImageOne socket exceptions",2,ImprovedHierarchy,FL_22,Q2|Q27|Q14|Q15|Q10|Q9|Q1|Q16|Q12|Q13|Q11
2025-08-19 02:43:51,2025-08-19 02:45:04,IP Address,108.214.246.101,100,73,True,2025-08-19 02:45:05,R_5O7ZBJIkXXPOBfu,,,,,29.6138,-82.386,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,"    Pharmacy","    Client|    Contact Center|    Provider|    Pharmacy","    ImageOne",PCS|    ImageOne|    SIE Member Web|    TruCare,"    Offline","    All Healthy|    Offline|    Mixed status|    Mostly Degraded","    Help Desk / Support","    Marketing|    HR|    Help Desk / Support|    Finance","    MHK Slowness (USG)","    Firewall issue (USC)|    MHK Slowness (USG)|    Eligibility Socket Error|    PCS Web Alert","    Stable with no warnings","    Increasing degradation|    Stable with no warnings|    Fully recovered|    Fluctuating warnings","    Eligibility Firewall Timeout",TruCare Authorization issue|    Eligibility Firewall Timeout|    MHK Performance Lag|    PCS Synthetic Coverage,"    Active Managed Incidents","    Active Managed Incidents|    System grid color|    Access to Care Alerts|    Troubleshooting line assignments","    Firewall Degradation","    MHK Outage|    PCS Web Failure|    Firewall Degradation|    Eligibility Failure",TruCare Authorization issue,"    ImageOne socket exceptions|TruCare Authorization issue|    Firewall reboot|    PCS Synthetic HTML error",2,StatusQuo,FL_21,Q14|Q16|Q1|Q12|Q10|Q27|Q13|Q11|Q15|Q9|Q2
